"X0.26","X0.76","X1.3","X1.8","X2.3","X3.2","X4","X4.5","X5","X5.5","X5.8","X5.9","X6.1","pk","pb"
"PF3D7_1438700","5.7e-05 (0.65)","0.00052 (1)","0.011 (0.92)","0.12 (1.4e-19)","-0.065 (9.2e-06)","0.027 (0.0013)","0.035 (0.39)","-0.16 (2.1e-42)","9.5e-06 (0.23)","6.1e-06 (0.58)","-6.2e-07 (1)","9e-07 (0.95)","-3e-07 (0.71)","PKNH_1243700","PBANKA_1302600"
"PF3D7_1440600","9.2e-06 (0.65)","-0.022 (1)","-0.0022 (0.96)","-0.0064 (0.17)","0.00025 (0.96)","0.00036 (0.8)","-0.012 (0.00065)","0.00048 (0.54)","-1.2e-06 (0.97)","-0.00017 (2e-06)","-0.00011 (1)","1.5e-05 (0.95)","8.6e-07 (1)","PKNH_1241700","PBANKA_1304500"
"PF3D7_1441300","0 (1)","1e-04 (0.43)","-0.0032 (0.76)","0.026 (6.1e-20)","0.0047 (0.6)","0.021 (0.0011)","0.045 (0.46)","0.09 (0.12)","0.15 (0.45)","-0.1 (0.0038)","-0.00015 (1)","-0.00046 (0.95)","0 (1)","PKNH_1241000","PBANKA_1305200"
"PF3D7_1442100","1.8e-05 (0.65)","-0.015 (1)","0.02 (0.9)","-0.024 (0.093)","-0.041 (3.5e-06)","0.017 (8.3e-05)","-0.055 (0.008)","-0.02 (1.1e-06)","-1.9e-05 (0.18)","5.4e-06 (0.43)","-1.5e-06 (1)","1.1e-07 (1)","-2.2e-07 (0.71)","PKNH_1240200","PBANKA_1306000"
"PF3D7_1443300","0.00017 (0.65)","0.077 (1)","0.0019 (0.99)","-0.078 (9.7e-29)","-0.00029 (0.87)","0.002 (1.4e-11)","0.0071 (0.042)","-0.015 (2.3e-31)","-0.00027 (0.56)","1.8e-07 (1)","1.6e-05 (0.85)","2.7e-06 (1)","3.3e-05 (0.26)","PKNH_1239000","PBANKA_1307200"
"PF3D7_1444100","-0.096 (0.65)","-0.018 (1)","-0.013 (0.86)","0.03 (2.5e-08)","0.19 (9.2e-16)","0.13 (1.7e-08)","-0.37 (4.4e-05)","0.21 (9.4e-05)","-0.025 (0.28)","0 (1)","0 (1)","0 (1)","0 (1)","PKNH_1238200","PBANKA_1308000"
"PF3D7_1446700","-0.034 (0.65)","0.09 (1)","-0.0056 (0.93)","-0.02 (0.0086)","-0.0067 (0.024)","0.012 (7e-10)","-0.014 (0.28)","0.007 (0.4)","-0.0011 (0.43)","-5.3e-05 (9.6e-07)","0 (1)","0 (1)","0 (1)","PKNH_1235500","PBANKA_1310500"
"PF3D7_1446900","4.1e-06 (1)","0.039 (1)","-0.013 (0.9)","-0.025 (0.00057)","0.0076 (0.22)","0.0012 (0.8)","0.012 (0.72)","-0.049 (3.7e-11)","-4.6e-05 (0.57)","-0.0012 (0.22)","0 (1)","0 (1)","2.8e-05 (0.26)","PKNH_1235300","PBANKA_1310700"
"PF3D7_1447000","-0.059 (0.65)","0.14 (1)","0.048 (0.74)","-0.006 (0.67)","-0.058 (2.4e-07)","-0.028 (4.6e-28)","-0.0079 (0.53)","-0.0071 (3.2e-16)","-0.00017 (0.37)","0 (1)","0 (1)","-4.8e-05 (0.95)","0.0041 (0.26)","PKNH_1235200","PBANKA_1310800"
"PF3D7_1448800","1.2e-05 (0.65)","-0.00042 (1)","-0.047 (0.57)","-0.0029 (0.49)","-0.02 (3.1e-12)","0.0042 (5.1e-09)","0.0068 (0.076)","-0.016 (2.3e-26)","-0.00039 (0.48)","3.7e-06 (0.086)","1.8e-07 (1)","1.4e-08 (1)","-4.5e-09 (1)","PKNH_1233300","PBANKA_1312500"
"PF3D7_1449100","7.4e-05 (0.65)","0.00029 (0.87)","0.0098 (0.81)","0.023 (6.1e-18)","-0.011 (0.078)","0.0074 (0.00016)","0.013 (0.66)","0.2 (1.6e-23)","-0.44 (0.00027)","-0.04 (0.0072)","3.8e-19 (1)","2.9e-19 (0.95)","1.6e-20 (1)","PKNH_1233000","PBANKA_1312800"
"PF3D7_1450400","-0.087 (0.65)","0.2 (1)","0.0084 (0.93)","0.066 (9.9e-16)","-0.075 (6.4e-18)","-0.0072 (2.4e-09)","0.01 (0.02)","0.14 (9.3e-32)","-0.086 (5.7e-07)","8.5e-05 (2.3e-09)","-7.6e-05 (1)","3.1e-06 (0.95)","-2.2e-07 (1)","PKNH_1231700","PBANKA_1314100"
"PF3D7_1451300","1.6e-05 (0.65)","0.0013 (1)","-0.032 (0.72)","0.093 (5.6e-19)","0.02 (0.14)","-0.061 (1.4e-47)","0.018 (0.06)","-0.012 (0.18)","-0.057 (2.7e-06)","1.6e-05 (1.3e-05)","5.2e-07 (1)","3e-06 (0.95)","-5.2e-08 (1)","PKNH_1230800","PBANKA_1315000"
"PF3D7_1452700","7e-05 (0.65)","-0.038 (1)","0.028 (0.85)","-0.031 (0.016)","-0.044 (4.2e-07)","0.0067 (0.00024)","-0.0016 (0.87)","-0.025 (2e-12)","3.8e-06 (0.36)","4.5e-05 (1.4e-06)","3.7e-06 (0.99)","0.00014 (0.95)","4.9e-05 (1)","PKNH_1229400","PBANKA_1316400"
"PF3D7_1453200","-0.071 (0.65)","-3.9e-05 (1)","-0.0029 (0.93)","0.05 (5.5e-22)","0.029 (0.017)","-0.022 (0.021)","0.3 (4.5e-05)","-0.48 (2.2e-29)","-0.0034 (0.31)","2.4e-05 (0.05)","-6.9e-08 (1)","2.8e-07 (0.95)","1.5e-09 (1)","PKNH_1228900","PBANKA_1316900"
"PF3D7_1453700","0 (1)","0.14 (1)","-0.012 (0.93)","-0.17 (7.3e-47)","-0.0063 (0.025)","0.0037 (5.4e-18)","0.011 (0.082)","-0.0064 (2.2e-17)","0.00039 (0.56)","-0.00013 (0.62)","2e-04 (1)","8.5e-05 (0.95)","-1.8e-05 (1)","PKNH_1228400","PBANKA_1317400"
"PF3D7_1454100","5.5e-05 (0.65)","0.03 (1)","0.012 (0.92)","0.089 (6.9e-12)","-0.1 (3.3e-17)","-0.004 (3.1e-07)","0.0028 (0.024)","-0.00037 (0.086)","3.6e-06 (0.6)","-0.00029 (0.31)","-1.3e-19 (1)","1.4e-19 (0.95)","-1.1e-20 (1)","PKNH_1228000","PBANKA_1317800"
"PF3D7_1455900","0 (1)","0.0079 (1)","0.016 (0.87)","0.06 (1.4e-09)","0.04 (0.01)","-0.043 (5.8e-26)","-0.0066 (0.29)","-0.0028 (0.037)","3e-05 (0.073)","-0.0022 (0.55)","0.00022 (1)","-0.00033 (0.95)","0 (1)","PKNH_1225900","PBANKA_1319600"
"PF3D7_1456900","8.1e-05 (0.65)","-8.3e-05 (0.95)","-0.00042 (1)","-0.014 (0.00015)","-0.0056 (3.9e-05)","5.9e-06 (0.97)","-0.00031 (0.26)","-3e-04 (0.004)","-5.8e-07 (0.8)","1.3e-06 (0.37)","6.4e-06 (0.85)","0.00017 (0.95)","6.2e-05 (1)","PKNH_1224900","PBANKA_1320600"
"PF3D7_1457200","-0.039 (0.65)","-0.022 (1)","0.0036 (0.99)","-0.091 (1.4e-14)","-0.0082 (0.42)","-0.017 (5.2e-13)","0.016 (0.12)","-0.035 (1e-16)","0.00012 (1.5e-05)","8.5e-05 (0.0038)","-3.9e-07 (1)","5.7e-07 (0.95)","-1.9e-07 (0.71)","PKNH_1224600","PBANKA_1320900"
"PF3D7_1459700","2.2e-05 (0.65)","0.057 (1)","-0.016 (0.81)","0.074 (2.7e-15)","-0.08 (3.6e-16)","-2.4e-05 (0.98)","0.00052 (0.67)","-0.0023 (0.0012)","2.9e-06 (0.19)","-2.6e-06 (0.23)","-9e-07 (1)","-1.1e-06 (0.95)","1e-09 (1)","PKNH_1222100","PBANKA_1323300"
"PF3D7_1459800","-0.022 (0.65)","0.061 (1)","0.033 (0.81)","0.069 (7e-06)","-0.12 (1.1e-19)","-0.011 (1.3e-06)","-0.0017 (0.77)","0.05 (6.9e-30)","-0.043 (6e-05)","2.8e-05 (2.6e-06)","1.4e-06 (1)","8.7e-07 (0.95)","1.3e-07 (1)","PKNH_1222000","PBANKA_1323400"
"PF3D7_1460300","-0.23 (0.65)","0.15 (1)","0.032 (0.85)","0.14 (1.8e-15)","-0.17 (2.5e-29)","-0.053 (1.1e-45)","0.014 (0.0062)","-0.02 (3.5e-22)","-0.001 (0.0088)","-4.3e-06 (0.87)","0.00025 (0.85)","0.00016 (0.95)","2.3e-05 (1)","PKNH_1221400","PBANKA_1324000"
"PF3D7_1460400","-3.2e-05 (0.65)","0.068 (1)","-0.012 (0.93)","-0.043 (2.5e-06)","-0.039 (4.6e-06)","0.0011 (0.036)","-0.00036 (0.78)","-0.0014 (0.04)","-0.00081 (0.37)","1.5e-06 (0.59)","6.9e-06 (1)","3.1e-06 (1)","9.1e-08 (1)","PKNH_1221300","PBANKA_1324100"
"PF3D7_1460700","0.0025 (0.65)","0.15 (1)","-0.024 (0.87)","-0.12 (1.4e-34)","-0.0043 (0.22)","0.003 (2.9e-12)","0.024 (0.03)","-0.012 (2.2e-22)","-0.00094 (0.45)","2.2e-06 (0.34)","5.6e-07 (1)","-6.1e-07 (1)","4.5e-06 (0.26)","PKNH_1221000","PBANKA_1324400"
"PF3D7_1461600","-1.6e-05 (0.65)","0.14 (0.84)","-0.031 (0.81)","-0.093 (1.4e-29)","-0.0021 (0.096)","8.6e-05 (0.067)","0.018 (1.2e-12)","-0.026 (4.7e-35)","1.1e-06 (0.42)","2.3e-06 (0.31)","-3.4e-18 (1)","-1.4e-18 (1)","-1.9e-18 (0.71)","PKNH_1220100","PBANKA_1325300"
"PF3D7_1462500","0.00032 (0.96)","-0.0012 (0.075)","0.00077 (0.95)","0.083 (1.6e-24)","-0.074 (2.6e-06)","0.055 (8e-13)","-0.05 (0.36)","-0.047 (9.9e-10)","0.0011 (4e-14)","0.0016 (8.9e-07)","-0.00097 (1)","-0.0026 (0.95)","8.3e-05 (1)","PKNH_1219000","PBANKA_1326100"
"PF3D7_1463900","0.00014 (0.65)","-3.1e-05 (1)","0.0018 (0.9)","-0.0018 (0.062)","0.00065 (0.3)","0.03 (9.9e-28)","0.33 (6.3e-13)","0.086 (0.21)","-0.062 (0.3)","0.00035 (8.1e-08)","-0.00034 (1)","1.3e-06 (0.95)","-5.8e-08 (1)","PKNH_1217600","PBANKA_1327100"
"PF3D7_1464400","-1.1e-07 (1)","0.22 (0.95)","-0.0059 (0.95)","-0.064 (4.2e-17)","-0.0065 (0.029)","0.0085 (1.3e-23)","-0.0098 (0.085)","-0.012 (2e-21)","2.1e-08 (1)","-4.4e-06 (0.27)","7.8e-06 (1)","4.5e-05 (0.95)","1.7e-07 (1)","PKNH_1217100","PBANKA_1327800"
"PF3D7_1465900","-0.27 (0.65)","0.076 (1)","0.067 (0.73)","0.21 (9e-23)","-0.18 (2.1e-26)","-0.09 (1.4e-70)","-0.01 (0.18)","-0.011 (4.8e-08)","-0.00063 (0.45)","1e-05 (0.012)","7.2e-07 (1)","-4.8e-05 (0.96)","0.0028 (0.26)","PKNH_1215600","PBANKA_1329300"
"PF3D7_1469800","-0.0097 (0.65)","0.021 (1)","0.015 (0.81)","0.011 (0.11)","-0.037 (1.6e-09)","-0.0016 (0.023)","0.016 (5.8e-07)","0.041 (6.7e-20)","-0.043 (0.029)","-0.0085 (0.34)","-7.3e-07 (1)","-9.2e-07 (0.95)","8.3e-10 (1)","PKNH_1211200","PBANKA_1333000"
"PF3D7_1470400","-0.14 (0.65)","-4.4e-06 (1)","0.0044 (0.95)","0.032 (1.6e-12)","0.0039 (0.71)","-0.0084 (8e-04)","-0.023 (0.013)","-0.0052 (5.4e-05)","-0.0036 (0.46)","-6.9e-05 (0.032)","-1.9e-07 (1)","7.8e-07 (0.95)","-2e-06 (0.26)","PKNH_1210600","PBANKA_1333600"
"PF3D7_1471100","0.31 (0.65)","-0.14 (1)","0.061 (0.63)","-0.15 (2.7e-28)","-0.0078 (0.012)","0.00083 (4.2e-13)","0.0017 (0.071)","-0.0032 (0.011)","0.0013 (0.023)","0.22 (4.2e-09)","0.35 (1)","1.1 (0.95)","0.16 (0.73)","PKNH_1209900","PBANKA_1334300"
"PF3D7_1471500","0.00026 (0.65)","-0.00025 (0.95)","0.00016 (0.93)","0.047 (1.4e-18)","0.082 (1.7e-05)","-0.0094 (0.38)","0.14 (0.064)","0.37 (4.3e-13)","-1.4 (1e-08)","-0.053 (0.58)","6.2e-05 (1)","0.00072 (0.95)","-1.1e-05 (1)","PKNH_1209500","PBANKA_1334700"
"PF3D7_1472300","-0.022 (0.94)","0.021 (1)","-0.011 (0.82)","0.0074 (0.045)","0.0015 (0.59)","0.0052 (9.2e-07)","-0.011 (0.2)","-0.0031 (0.056)","0.02 (0.00015)","0.062 (0.00052)","-0.056 (1)","1.1 (0.041)","-0.054 (1)","PKNH_1208700","PBANKA_1335500"
"PF3D7_1473300","-0.00019 (0.65)","-0.00012 (1)","-0.0097 (0.86)","0.012 (0.033)","0.0069 (0.14)","-3e-05 (0.99)","0.076 (1.8e-06)","-0.069 (5.2e-18)","-0.026 (0.33)","-0.012 (0.58)","-0.00043 (1)","7.4e-05 (1)","6.4e-05 (1)","PKNH_1207700","PBANKA_1336500"
"PF3D7_1322500","-0.013 (0.65)","1.3e-05 (1)","-0.0019 (0.9)","0.021 (1e-17)","0.069 (4.1e-07)","0.046 (5.6e-08)","-0.23 (6e-08)","0.05 (1.1e-05)","0.15 (0.0077)","-0.041 (0.021)","7.2e-07 (1)","-1.3e-05 (0.95)","-6.9e-08 (1)","PKNH_1206300","PBANKA_1337800"
"PF3D7_1322900","-6.5e-06 (0.65)","0.049 (1)","0.0067 (0.93)","-0.0065 (0.42)","-0.024 (1.4e-10)","0.00021 (0.73)","-0.0044 (0.088)","-0.0015 (2.3e-05)","-5.5e-08 (1)","-3.8e-06 (0.31)","0 (1)","3.6e-20 (0.95)","0 (1)","PKNH_1205900","PBANKA_1338100"
"PF3D7_1323400","0.0045 (0.65)","0.15 (1)","-0.015 (0.92)","-0.11 (6e-33)","-0.0048 (0.16)","0.0026 (1.1e-09)","0.013 (0.066)","-0.0086 (9.5e-22)","0.00043 (0.78)","-0.00068 (0.4)","1.6e-05 (0.9)","8.8e-06 (0.96)","6e-06 (0.94)","PKNH_1205400","PBANKA_1338600"
"PF3D7_1324400","-0.033 (0.65)","-0.39 (1)","-0.032 (0.73)","0.023 (6e-04)","-0.04 (3.6e-10)","-0.015 (4.9e-30)","-0.0028 (0.095)","-0.00016 (0.044)","1.5e-06 (0.79)","1.6e-05 (0.0087)","3.1e-20 (1)","3.6e-20 (0.95)","2.7e-21 (1)","PKNH_1204400","PBANKA_1339600"
"PF3D7_1324500","0 (1)","0.0031 (1)","0.018 (0.83)","0.085 (9.8e-11)","-0.077 (9.7e-09)","-0.0022 (0.68)","-0.04 (0.039)","-0.014 (2.2e-09)","-9.2e-06 (0.36)","-5.5e-05 (0.00055)","-0.00028 (1)","-0.00017 (0.95)","0 (1)","PKNH_1204300","PBANKA_1339700"
"PF3D7_1324800","9e-05 (0.65)","-0.056 (1)","0.011 (0.93)","0.041 (0.022)","-0.079 (9.9e-06)","-0.00094 (0.92)","-0.039 (0.21)","-0.036 (4.4e-17)","-6.3e-06 (0.54)","2.7e-05 (0.27)","-8.1e-07 (1)","5.9e-08 (1)","-1.2e-07 (0.71)","PKNH_1204000","PBANKA_1340000"
"PF3D7_1325700","-0.078 (0.65)","0.016 (1)","0.0066 (0.92)","0.064 (3.3e-17)","-0.035 (0.022)","-0.025 (4.2e-18)","0.00022 (0.9)","0.0088 (9.8e-21)","-0.019 (1.3e-08)","6.6e-06 (0.55)","-9.7e-06 (1)","-5e-06 (0.95)","4.8e-09 (1)","PKNH_1203100","PBANKA_1340800"
"PF3D7_1326000","8.7e-05 (0.65)","-1.8e-05 (1)","0.047 (0.64)","0.052 (0.00038)","-0.05 (2.5e-05)","-0.0077 (0.021)","-0.013 (0.079)","-0.0057 (0.24)","0.033 (4.6e-07)","-0.056 (0.00057)","-9.8e-05 (1)","4.9e-07 (0.95)","2.5e-09 (1)","PKNH_1202700","PBANKA_1341100"
"PF3D7_1331100","-0.01 (0.65)","0.022 (1)","0.022 (0.86)","-0.0085 (0.36)","0.031 (3.8e-08)","-0.013 (4.7e-06)","-0.033 (1.4e-05)","0.041 (2.9e-05)","-0.064 (0.0063)","6.8e-05 (3.1e-07)","5.1e-06 (1)","6.6e-05 (0.95)","-2.9e-07 (1)","PKNH_1269400","PBANKA_1346000"
"PF3D7_1331600","-0.11 (0.65)","0.00021 (0.3)","0.003 (0.88)","0.12 (4.2e-36)","-0.024 (0.087)","-0.011 (0.0035)","0.11 (0.00011)","-0.12 (3e-27)","-0.001 (0.44)","0.091 (0.013)","-0.54 (1)","-0.63 (0.95)","0.29 (0.26)","PKNH_1268900","PBANKA_1346500"
"PF3D7_1332000","0.0015 (0.95)","1.3e-05 (1)","0.0015 (0.98)","0.0047 (1.3e-07)","0.0059 (0.0026)","-0.0041 (2.5e-14)","0.0064 (0.00029)","-0.0093 (7.2e-14)","0.032 (0.00015)","3e-04 (1)","0.033 (1)","0.18 (0.95)","0.005 (1)","PKNH_1268600","PBANKA_1346800"
"PF3D7_1333000","-0.018 (0.65)","0.065 (1)","0.026 (0.76)","-0.026 (0.00046)","-0.018 (2.3e-09)","-0.00013 (0.75)","0.0064 (0.19)","-4.2e-05 (9.7e-05)","0.00015 (4.3e-12)","0.00014 (0.015)","-2e-04 (1)","0.00023 (1)","3.1e-05 (1)","PKNH_1267600","PBANKA_1347800"
"PF3D7_1336100","-0.00018 (0.65)","-0.00012 (1)","-0.0084 (0.83)","0.032 (1.9e-09)","0.027 (0.0024)","-0.01 (0.013)","0.061 (0.0062)","-0.08 (5.8e-27)","-9.3e-07 (0.99)","6.2e-05 (0.0026)","-0.00034 (1)","3.6e-05 (1)","5.6e-05 (1)","PKNH_1265200","PBANKA_1350000"
"PF3D7_1336600","3.9e-05 (0.65)","-0.091 (1)","0.023 (0.74)","0.017 (0.042)","-0.045 (3e-08)","-0.0032 (0.00027)","0.0023 (0.28)","-0.0024 (2.2e-06)","5.4e-07 (0.9)","-3.7e-06 (0.16)","-1.9e-06 (1)","-2.4e-06 (0.95)","2.2e-09 (1)","PKNH_1264700","PBANKA_1350400"
"PF3D7_1337100","4.1e-05 (0.65)","-0.0031 (1)","0.051 (0.73)","-0.084 (4.9e-11)","-0.032 (3.1e-07)","1.6e-05 (0.85)","2.7e-05 (0.91)","4.7e-05 (2.9e-23)","-4e-05 (0.058)","-8.9e-05 (0.00033)","-1.8e-05 (1)","-0.00012 (0.95)","5.7e-05 (0.26)","PKNH_1264200","PBANKA_1350900"
"PF3D7_1337700","-1.5e-20 (0.65)","-4.9e-23 (1)","2.4e-06 (0.87)","0.00021 (0.022)","0.0018 (3e-05)","0.003 (2.5e-05)","-0.0012 (0.55)","0.84 (3.2e-42)","-0.49 (7.1e-08)","7.9e-05 (3.8e-08)","6.3e-20 (1)","1.4e-19 (0.95)","-2.7e-21 (1)","PKNH_1263600","PBANKA_1351400"
"PF3D7_1338000","0.00012 (0.65)","-0.017 (1)","0.0097 (0.93)","0.0081 (0.42)","-0.034 (0.00018)","0.021 (4.3e-06)","0.03 (0.21)","-0.087 (6.7e-31)","-7.9e-05 (1.8e-09)","0.00014 (1.6e-09)","-6.4e-05 (1)","3.6e-05 (0.95)","5.6e-06 (1)","PKNH_1263300","PBANKA_1351700"
"PF3D7_1338300","-3.8e-05 (0.65)","0.12 (0.94)","0.018 (0.92)","-0.12 (8.1e-22)","-0.021 (3.9e-05)","0.0072 (3.2e-10)","0.062 (0.00031)","-0.049 (8.4e-27)","5.8e-05 (1.6e-07)","-1.7e-07 (1)","0.00015 (1)","-4.9e-06 (0.95)","-8.4e-07 (1)","PKNH_1263000","PBANKA_1352000"
"PF3D7_1338400","0.00013 (0.65)","-0.00019 (0.046)","0.02 (0.76)","0.022 (0.00062)","-0.021 (7.9e-05)","0.011 (1.8e-16)","-0.0091 (0.27)","-0.02 (4.2e-11)","0.002 (0.015)","5.5e-05 (0.052)","-0.00012 (1)","2.8e-05 (0.95)","5.6e-06 (1)","PKNH_1262900","PBANKA_1352100"
"PF3D7_1338600","-0.042 (0.65)","0.057 (1)","0.052 (0.68)","0.15 (4.8e-19)","-0.13 (1.5e-09)","-0.0046 (0.45)","-0.013 (0.54)","-0.037 (1.8e-09)","-0.012 (0.19)","0 (1)","0 (1)","0 (1)","0 (1)","PKNH_1262700","PBANKA_1352300"
"PF3D7_1339500","1.3e-05 (0.71)","0.023 (1)","0.0059 (0.93)","-0.023 (2.1e-05)","-0.0063 (1.4e-05)","-0.00026 (0.054)","-0.00029 (0.22)","-0.00022 (0.2)","4.3e-05 (9.1e-10)","-5.3e-05 (3.7e-05)","2.2e-05 (1)","4.2e-05 (0.95)","-1.6e-06 (0.26)","PKNH_1261900","PBANKA_1352900"
"PF3D7_1340700","-9e-05 (1)","-4.3e-05 (1)","-0.00027 (0.73)","0.044 (1.2e-11)","0.034 (0.049)","-0.033 (0.0022)","0.033 (0.53)","-0.16 (5.3e-09)","-0.00075 (1.8e-12)","-1.8e-05 (0.57)","-4.6e-07 (1)","1.9e-06 (0.95)","9.9e-09 (1)","PKNH_1260700","PBANKA_1354100"
"PF3D7_1341300","0.021 (0.65)","0.065 (1)","-0.047 (0.73)","-0.13 (4e-38)","-0.00074 (0.79)","0.0038 (2.7e-11)","0.017 (0.12)","-0.011 (6e-19)","0.0024 (0.074)","-0.00064 (0.54)","-3.3e-05 (1)","-5e-05 (0.95)","0.02 (0.26)","PKNH_1260000","PBANKA_1354500"
"PF3D7_1343400","0 (1)","-0.013 (1)","-0.019 (0.86)","-0.036 (1.1e-08)","0.029 (6.2e-08)","-0.00081 (0.78)","0.022 (0.16)","-0.042 (1.2e-18)","-0.0019 (0.23)","-0.0013 (0.58)","0 (1)","0 (1)","3.9e-05 (0.87)","PKNH_1258000","PBANKA_1356400"
"PF3D7_1344500","-0.052 (0.65)","-3.3e-05 (1)","-0.012 (0.76)","0.1 (3e-37)","0.05 (0.041)","0.05 (0.0021)","-0.18 (0.11)","-0.044 (0.00011)","0.00044 (2.4e-08)","7.5e-05 (0.43)","1e-18 (1)","5.8e-19 (0.95)","0 (1)","PKNH_1256800","PBANKA_1357400"
"PF3D7_1348600","-0.00016 (0.65)","0.00048 (0.81)","0.00011 (0.73)","0.013 (9.8e-23)","0.035 (2.4e-09)","-0.022 (1e-25)","0.011 (0.024)","0.32 (4.3e-10)","-0.28 (0.00085)","0.022 (0.64)","-0.2 (1)","0 (1)","0 (1)","PKNH_1252300","PBANKA_1361400"
"PF3D7_1349000","-0.00014 (0.65)","0.00037 (1)","-0.0023 (0.96)","0.00032 (0.12)","0.032 (8.4e-13)","-0.0033 (0.55)","-0.029 (0.12)","-0.017 (8.6e-05)","4.9e-06 (0.65)","-2.1e-05 (0.55)","-3.3e-07 (1)","1.4e-06 (0.95)","7e-09 (1)","PKNH_1251900","PBANKA_1361800"
"PF3D7_1350200","1.6e-05 (0.72)","0.07 (0.95)","-0.027 (0.73)","-0.036 (9.4e-21)","0.002 (0.13)","-0.00048 (0.41)","0.0024 (0.6)","-0.0014 (1.6e-06)","-6.9e-07 (0.79)","-1.3e-06 (0.83)","1e-05 (1)","3.1e-05 (0.95)","7.5e-07 (1)","PKNH_1250700","PBANKA_1363000"
"PF3D7_1351400","0.00082 (1)","0.27 (0.84)","0.012 (0.93)","-0.15 (1.4e-51)","-0.0032 (0.025)","0.0069 (1.7e-31)","0.0015 (0.83)","-0.0047 (3.6e-08)","-0.00018 (0.4)","0.02 (3e-04)","-0.055 (1)","0.052 (0.99)","-0.0063 (1)","PKNH_1249500","PBANKA_1364200"
"PF3D7_1351700","0.34 (0.65)","0.094 (1)","-0.00013 (0.93)","-0.00028 (0.16)","-7.5e-05 (0.097)","1.1e-07 (0.99)","0.00081 (0.21)","0.39 (2.2e-90)","0.47 (8.2e-07)","-0.029 (0.6)","0 (1)","0 (1)","-0.0016 (1)","PKNH_1249300","PBANKA_1364400"
"PF3D7_1352200","0 (1)","0.076 (1)","-0.018 (0.9)","-0.078 (5e-16)","-0.01 (0.0011)","9e-05 (0.56)","0.0028 (0.0011)","0.28 (4.6e-31)","-1.3 (4.8e-12)","-0.0035 (0.58)","0 (1)","0 (1)","0 (1)","PKNH_1248800","PBANKA_1364900"
"PF3D7_1303700","-0.093 (0.65)","8.8e-05 (1)","-0.0067 (0.76)","0.054 (1.9e-44)","-0.0017 (0.89)","0.059 (1.2e-08)","0.16 (0.15)","-0.13 (7.8e-09)","2.3e-05 (0.28)","0.00028 (0.0083)","-2.5e-19 (1)","0 (1)","1.1e-20 (1)","PKNH_1403900","PBANKA_1402200"
"PF3D7_1306300","-0.1 (0.65)","0.076 (1)","0.025 (0.84)","0.16 (1.7e-18)","-0.19 (2.8e-18)","-0.0061 (5.2e-06)","-0.00021 (0.81)","0.0012 (0.025)","5e-04 (0.8)","-6.3e-05 (4.9e-05)","1.3e-19 (1)","7.2e-20 (0.95)","2.7e-21 (1)","PKNH_1406500","PBANKA_1404800"
"PF3D7_1306900","-0.025 (0.65)","0.06 (1)","-0.053 (0.63)","-0.064 (1.4e-21)","0.0082 (0.0016)","0.00033 (0.8)","-0.012 (0.023)","-0.0058 (4.9e-08)","0.015 (1.4e-06)","-0.028 (0.2)","0 (1)","0 (1)","0 (1)","PKNH_1407200","PBANKA_1405400"
"PF3D7_1309100","-0.27 (0.65)","0.07 (1)","0.094 (0.61)","0.21 (2.2e-25)","-0.25 (3.5e-42)","-0.052 (2.2e-35)","0.013 (0.2)","-0.027 (1.6e-18)","-2.2e-05 (0.79)","-2e-05 (0.31)","1.8e-05 (1)","-0.00027 (0.95)","-3.5e-06 (1)","PKNH_1409500","PBANKA_1407600"
"PF3D7_1311300","-0.095 (0.65)","-1.6e-05 (1)","0.0093 (0.92)","0.025 (8.4e-05)","-0.016 (0.024)","0.031 (1.9e-18)","-0.066 (0.0013)","-0.0047 (0.051)","3.6e-05 (0.17)","0.00011 (0.07)","-0.00041 (1)","0.00011 (1)","-0.00019 (1)","PKNH_1411700","PBANKA_1409800"
"PF3D7_1313300","0.064 (0.65)","-0.037 (1)","0.029 (0.83)","-0.05 (0.00051)","-0.04 (1.2e-07)","-0.0016 (7e-04)","0.00023 (0.71)","0.0021 (0.12)","0.017 (0.0054)","-0.0091 (0.26)","0.0063 (1)","-0.076 (1)","0.087 (0.36)","PKNH_1413900","PBANKA_1411700"
"PF3D7_1315600","-0.0052 (0.65)","-2.9e-05 (1)","-0.0026 (0.88)","0.004 (0.27)","0.0018 (0.24)","-0.0041 (1.3e-06)","0.021 (7.3e-05)","-0.019 (2.3e-07)","-0.00053 (0.33)","1.3e-06 (0.035)","0 (1)","0 (1)","4.1e-21 (1)","PKNH_1416300","PBANKA_1414100"
"PF3D7_1316600","-0.22 (0.65)","0 (1)","-0.047 (0.74)","-0.029 (0.014)","-0.0067 (0.58)","0.013 (0.072)","0.09 (0.0044)","0.037 (0.076)","0.44 (2.7e-06)","-0.53 (1e-04)","0.054 (0.96)","0.052 (0.95)","0.00054 (1)","PKNH_1417300","PBANKA_1415100"
"PF3D7_1317600","4.1e-05 (0.65)","-9.7e-05 (0.18)","0.013 (0.88)","-0.065 (9.4e-28)","-0.0023 (0.27)","-4e-04 (0.27)","-0.00012 (0.82)","-1.5e-05 (0.82)","1.4e-06 (0.76)","1.4e-05 (0.25)","-1e-06 (1)","-1.6e-06 (1)","-2.6e-06 (0.87)","PKNH_1418300","PBANKA_1416100"
